m1,rule1,link,m2,rule2,n1,n2,s1,s2,j
3,alcohol_use high_rbc sedentary,or,2,high_cholesterol drug_use smoking diabetes,2,2,0.48,0.885,0.365
3,smoking diabetes high_rbc,or,2,high_cholesterol drug_use alcohol_use sedentary,2,2,0.5,0.865,0.365
3,high_cholesterol drug_use diabetes,or,2,smoking heart_failure high_rbc,2,2,0.5,0.865,0.365
3,drug_use diabetes sedentary,or,2,smoking heart_failure high_rbc,2,2,0.5,0.8644444444444445,0.36444444444444457
3,high_cholesterol heart_failure diabetes,or,2,drug_use high_rbc sedentary,2,2,0.515,0.8488888888888889,0.36388888888888893
3,smoking heart_failure diabetes,or,2,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.515,0.8472222222222222,0.3622222222222222
3,high_cholesterol drug_use diabetes high_rbc,or,2,smoking heart_failure alcohol_use sedentary,2,2,0.51,0.8522222222222222,0.3622222222222222
3,high_cholesterol smoking high_rbc,or,2,drug_use heart_failure diabetes sedentary,2,2,0.5,0.8616666666666667,0.3616666666666668
3,high_cholesterol smoking diabetes,or,2,drug_use heart_failure alcohol_use sedentary,2,2,0.495,0.8661111111111112,0.36111111111111116
3,heart_failure alcohol_use sedentary,or,2,high_cholesterol drug_use smoking diabetes,2,2,0.48,0.8811111111111111,0.36111111111111116
3,drug_use smoking sedentary,or,2,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.475,0.8861111111111111,0.36111111111111116
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure alcohol_use sedentary,2,2,0.505,0.8555555555555555,0.3605555555555555
3,high_cholesterol high_rbc sedentary,or,2,drug_use smoking alcohol_use,2,2,0.465,0.895,0.3600000000000001
3,drug_use heart_failure high_rbc,or,2,high_cholesterol smoking alcohol_use diabetes sedentary,2,2,0.5,0.86,0.3599999999999999
3,high_cholesterol smoking alcohol_use,or,2,heart_failure high_rbc sedentary,2,2,0.505,0.8544444444444445,0.35944444444444446
3,high_cholesterol diabetes high_rbc,or,2,drug_use heart_failure alcohol_use sedentary,2,2,0.495,0.8644444444444445,0.35944444444444446
3,drug_use smoking alcohol_use,or,2,heart_failure high_rbc sedentary,2,2,0.505,0.8544444444444445,0.35944444444444446
3,high_cholesterol heart_failure alcohol_use,or,2,drug_use high_rbc sedentary,2,2,0.51,0.8488888888888889,0.35888888888888903
3,high_cholesterol drug_use alcohol_use,or,2,heart_failure high_rbc sedentary,2,2,0.505,0.8538888888888889,0.35888888888888903
3,high_cholesterol high_rbc sedentary,or,2,drug_use smoking alcohol_use diabetes,2,2,0.47,0.8888888888888888,0.3588888888888888
3,high_cholesterol drug_use alcohol_use high_rbc,or,2,smoking heart_failure diabetes sedentary,2,2,0.505,0.8533333333333334,0.3583333333333334
3,drug_use smoking diabetes,or,2,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.51,0.8483333333333334,0.3583333333333334
3,drug_use heart_failure diabetes,or,2,high_cholesterol alcohol_use high_rbc sedentary,2,2,0.51,0.8483333333333334,0.3583333333333334
3,high_cholesterol smoking diabetes,or,2,heart_failure high_rbc sedentary,2,2,0.505,0.8533333333333334,0.3583333333333334
3,drug_use diabetes sedentary,or,2,high_cholesterol smoking heart_failure alcohol_use,2,2,0.48,0.8777777777777778,0.35777777777777775
3,high_cholesterol drug_use smoking heart_failure,or,2,alcohol_use diabetes high_rbc sedentary,2,2,0.51,0.8472222222222222,0.3572222222222221
3,drug_use alcohol_use sedentary,or,2,high_cholesterol smoking heart_failure diabetes,2,2,0.475,0.8822222222222222,0.3572222222222221
3,drug_use diabetes high_rbc,or,2,high_cholesterol smoking heart_failure alcohol_use,2,2,0.48,0.8772222222222222,0.3572222222222221
3,high_cholesterol heart_failure diabetes,or,2,drug_use smoking alcohol_use sedentary,2,2,0.5,0.8561111111111112,0.35611111111111127
3,drug_use smoking alcohol_use,or,2,high_cholesterol diabetes high_rbc sedentary,2,2,0.505,0.8511111111111112,0.35611111111111127
3,high_cholesterol alcohol_use high_rbc,or,2,drug_use smoking heart_failure,2,2,0.465,0.8911111111111111,0.35611111111111104
3,smoking high_rbc sedentary,or,2,high_cholesterol drug_use heart_failure alcohol_use diabetes,2,2,0.485,0.8705555555555555,0.3555555555555556
3,smoking high_rbc sedentary,or,2,high_cholesterol drug_use heart_failure alcohol_use,2,2,0.48,0.8755555555555555,0.3555555555555556
3,drug_use smoking heart_failure,or,2,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.465,0.8905555555555555,0.3555555555555556
3,alcohol_use high_rbc sedentary,or,2,high_cholesterol smoking heart_failure diabetes,2,2,0.475,0.8805555555555555,0.3555555555555556
3,high_cholesterol diabetes high_rbc,or,2,drug_use smoking alcohol_use sedentary,2,2,0.5,0.855,0.355
3,smoking diabetes high_rbc,or,2,drug_use heart_failure alcohol_use sedentary,2,2,0.49,0.865,0.355
3,high_cholesterol smoking high_rbc,or,2,drug_use heart_failure sedentary,2,2,0.485,0.87,0.355
3,smoking heart_failure alcohol_use,or,2,high_cholesterol diabetes high_rbc sedentary,2,2,0.505,0.8494444444444444,0.35444444444444434
3,diabetes high_rbc sedentary,or,2,high_cholesterol smoking heart_failure alcohol_use,2,2,0.48,0.8744444444444445,0.35444444444444434
3,drug_use heart_failure high_rbc,or,2,high_cholesterol smoking diabetes sedentary,2,2,0.485,0.8694444444444445,0.35444444444444434
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure diabetes sedentary,2,2,0.5,0.8544444444444445,0.35444444444444434
3,smoking alcohol_use high_rbc,or,2,high_cholesterol drug_use heart_failure diabetes,2,2,0.46,0.8938888888888888,0.3538888888888889
3,high_cholesterol smoking sedentary,or,2,drug_use diabetes high_rbc,2,2,0.47,0.8838888888888888,0.3538888888888887
3,high_cholesterol diabetes high_rbc,or,2,drug_use smoking heart_failure alcohol_use,2,2,0.485,0.8683333333333333,0.3533333333333333
3,high_cholesterol alcohol_use high_rbc,or,2,drug_use smoking sedentary,2,2,0.485,0.8677777777777778,0.35277777777777786
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure alcohol_use diabetes sedentary,2,2,0.505,0.8477777777777777,0.35277777777777786
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure sedentary,2,2,0.49,0.8627777777777778,0.35277777777777786
3,high_cholesterol drug_use smoking,or,2,heart_failure alcohol_use diabetes high_rbc,2,2,0.465,0.8872222222222222,0.3522222222222222
3,high_cholesterol heart_failure diabetes,or,2,drug_use alcohol_use high_rbc,2,2,0.46,0.8916666666666667,0.3516666666666668
3,high_cholesterol smoking diabetes,or,2,drug_use alcohol_use high_rbc,2,2,0.46,0.8916666666666667,0.3516666666666668
3,high_cholesterol alcohol_use high_rbc,or,2,drug_use smoking heart_failure diabetes,2,2,0.475,0.8766666666666667,0.35166666666666657
3,heart_failure diabetes high_rbc,or,2,drug_use smoking alcohol_use sedentary,2,2,0.495,0.8561111111111112,0.35111111111111115
3,smoking alcohol_use high_rbc,or,2,drug_use heart_failure diabetes sedentary,2,2,0.485,0.8661111111111112,0.35111111111111115
3,high_cholesterol alcohol_use diabetes,or,2,heart_failure high_rbc sedentary,2,2,0.495,0.8555555555555555,0.3505555555555555
3,high_cholesterol drug_use smoking,or,2,heart_failure alcohol_use high_rbc,2,2,0.445,0.9055555555555556,0.3505555555555555
3,smoking alcohol_use diabetes,or,2,heart_failure high_rbc sedentary,2,2,0.495,0.8555555555555555,0.3505555555555555
3,smoking diabetes sedentary,or,2,high_cholesterol drug_use heart_failure alcohol_use,2,2,0.46,0.89,0.3500000000000001
3,high_cholesterol alcohol_use diabetes,or,2,drug_use smoking heart_failure,2,2,0.455,0.8944444444444445,0.34944444444444445
3,smoking diabetes high_rbc,or,2,high_cholesterol drug_use heart_failure alcohol_use,2,2,0.46,0.8894444444444445,0.34944444444444445
3,high_cholesterol diabetes high_rbc,or,2,drug_use smoking heart_failure,2,2,0.465,0.8844444444444445,0.34944444444444445
3,high_cholesterol diabetes sedentary,or,2,drug_use smoking heart_failure alcohol_use,2,2,0.48,0.8694444444444445,0.34944444444444445
3,smoking high_rbc sedentary,or,2,high_cholesterol drug_use heart_failure diabetes,2,2,0.47,0.8794444444444445,0.34944444444444445
3,drug_use heart_failure alcohol_use,or,2,high_cholesterol diabetes high_rbc sedentary,2,2,0.5,0.8494444444444444,0.34944444444444445
3,high_cholesterol drug_use sedentary,or,2,smoking alcohol_use diabetes high_rbc,2,2,0.485,0.8638888888888889,0.3488888888888888
3,drug_use smoking diabetes,or,2,heart_failure high_rbc sedentary,2,2,0.495,0.8538888888888889,0.3488888888888888
3,high_cholesterol drug_use sedentary,or,2,heart_failure alcohol_use diabetes high_rbc,2,2,0.465,0.8833333333333333,0.3483333333333334
3,high_cholesterol alcohol_use high_rbc,or,2,drug_use smoking diabetes sedentary,2,2,0.49,0.8583333333333333,0.34833333333333316
3,high_cholesterol heart_failure sedentary,or,2,drug_use diabetes high_rbc,2,2,0.46,0.8877777777777778,0.34777777777777774
3,high_cholesterol drug_use diabetes,or,2,heart_failure high_rbc sedentary,2,2,0.495,0.8527777777777777,0.34777777777777774
3,drug_use heart_failure sedentary,or,2,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.46,0.8872222222222222,0.3472222222222223
3,drug_use smoking sedentary,or,2,heart_failure alcohol_use diabetes high_rbc,2,2,0.465,0.8822222222222222,0.3472222222222223
3,high_cholesterol alcohol_use sedentary,or,2,drug_use smoking heart_failure diabetes,2,2,0.47,0.8766666666666667,0.3466666666666667
3,diabetes high_rbc sedentary,or,2,high_cholesterol drug_use heart_failure alcohol_use,2,2,0.46,0.8866666666666667,0.3466666666666667
3,high_cholesterol alcohol_use sedentary,or,2,drug_use smoking heart_failure,2,2,0.455,0.8911111111111111,0.34611111111111104
3,diabetes high_rbc sedentary,or,2,drug_use smoking heart_failure alcohol_use,2,2,0.48,0.8661111111111112,0.34611111111111104
3,heart_failure alcohol_use high_rbc,or,2,drug_use smoking diabetes sedentary,2,2,0.49,0.8561111111111112,0.34611111111111104
3,high_cholesterol alcohol_use high_rbc,or,2,drug_use heart_failure diabetes sedentary,2,2,0.48,0.8661111111111112,0.34611111111111104
3,high_cholesterol diabetes high_rbc,or,2,drug_use smoking sedentary,2,2,0.48,0.8661111111111112,0.34611111111111104
3,high_cholesterol diabetes sedentary,or,2,drug_use alcohol_use high_rbc,2,2,0.455,0.8911111111111111,0.34611111111111104
3,drug_use alcohol_use diabetes,or,2,heart_failure high_rbc sedentary,2,2,0.49,0.8555555555555555,0.3455555555555554
3,high_cholesterol drug_use sedentary,or,2,smoking alcohol_use high_rbc,2,2,0.47,0.8755555555555555,0.3455555555555554
3,drug_use alcohol_use high_rbc,or,2,high_cholesterol heart_failure diabetes sedentary,2,2,0.47,0.8755555555555555,0.3455555555555554
3,smoking alcohol_use high_rbc,or,2,high_cholesterol heart_failure diabetes sedentary,2,2,0.47,0.8755555555555555,0.3455555555555554
3,smoking heart_failure sedentary,or,2,high_cholesterol alcohol_use diabetes high_rbc,2,2,0.46,0.885,0.345
3,alcohol_use high_rbc sedentary,or,2,drug_use smoking heart_failure diabetes,2,2,0.47,0.875,0.345
3,high_cholesterol diabetes high_rbc,or,2,drug_use heart_failure sedentary,2,2,0.47,0.8744444444444445,0.34444444444444455
3,drug_use heart_failure diabetes,or,2,high_cholesterol smoking alcohol_use sedentary,2,2,0.47,0.8744444444444445,0.34444444444444455
3,high_cholesterol heart_failure high_rbc,or,2,drug_use smoking alcohol_use diabetes,2,2,0.45,0.8944444444444445,0.34444444444444455
3,high_cholesterol drug_use heart_failure,or,2,smoking alcohol_use diabetes high_rbc,2,2,0.475,0.8688888888888889,0.3438888888888889
3,high_cholesterol alcohol_use diabetes,or,2,drug_use smoking sedentary,2,2,0.475,0.8688888888888889,0.3438888888888889
3,heart_failure diabetes high_rbc,or,2,high_cholesterol smoking alcohol_use sedentary,2,2,0.47,0.8733333333333333,0.34333333333333327
3,high_cholesterol heart_failure high_rbc,or,2,drug_use smoking alcohol_use,2,2,0.435,0.9077777777777778,0.34277777777777785
3,drug_use high_rbc sedentary,or,2,high_cholesterol smoking alcohol_use diabetes,2,2,0.46,0.8827777777777778,0.34277777777777785
3,high_cholesterol smoking heart_failure,or,2,drug_use diabetes high_rbc,2,2,0.455,0.8877777777777778,0.34277777777777785
3,drug_use diabetes high_rbc,or,2,high_cholesterol smoking alcohol_use sedentary,2,2,0.47,0.8727777777777778,0.3427777777777776
3,high_cholesterol heart_failure alcohol_use,or,2,drug_use smoking diabetes sedentary,2,2,0.485,0.8577777777777778,0.3427777777777776
3,drug_use alcohol_use high_rbc,or,2,high_cholesterol smoking diabetes sedentary,2,2,0.47,0.8722222222222222,0.3422222222222222
3,alcohol_use high_rbc sedentary,or,2,high_cholesterol drug_use heart_failure diabetes,2,2,0.45,0.8922222222222222,0.3422222222222222
3,high_cholesterol smoking alcohol_use,or,2,drug_use heart_failure diabetes sedentary,2,2,0.475,0.8672222222222222,0.3422222222222222
3,high_cholesterol drug_use heart_failure,or,2,smoking alcohol_use high_rbc,2,2,0.455,0.8872222222222222,0.3422222222222222
3,drug_use smoking diabetes,or,2,high_cholesterol heart_failure alcohol_use sedentary,2,2,0.465,0.8766666666666667,0.3416666666666668
3,high_cholesterol heart_failure sedentary,or,2,smoking alcohol_use diabetes high_rbc,2,2,0.475,0.8666666666666667,0.3416666666666668
3,drug_use smoking alcohol_use,or,2,high_cholesterol heart_failure diabetes sedentary,2,2,0.465,0.8766666666666667,0.3416666666666668
3,high_cholesterol drug_use smoking,or,2,heart_failure diabetes high_rbc,2,2,0.44,0.9016666666666666,0.34166666666666656
3,high_cholesterol drug_use sedentary,or,2,heart_failure diabetes high_rbc,2,2,0.445,0.8966666666666666,0.34166666666666656
3,high_cholesterol smoking diabetes,or,2,drug_use heart_failure sedentary,2,2,0.465,0.8761111111111111,0.34111111111111114
3,smoking alcohol_use sedentary,or,2,high_cholesterol drug_use heart_failure diabetes,2,2,0.45,0.8911111111111111,0.34111111111111114
3,high_cholesterol drug_use sedentary,or,2,heart_failure alcohol_use high_rbc,2,2,0.445,0.8961111111111111,0.34111111111111114
3,drug_use smoking sedentary,or,2,heart_failure alcohol_use high_rbc,2,2,0.44,0.9005555555555556,0.3405555555555555
3,high_cholesterol high_rbc sedentary,or,2,drug_use smoking diabetes,2,2,0.44,0.9005555555555556,0.3405555555555555
3,high_cholesterol diabetes sedentary,or,2,drug_use smoking heart_failure,2,2,0.455,0.8855555555555555,0.3405555555555555
3,high_cholesterol alcohol_use high_rbc,or,2,drug_use heart_failure sedentary,2,2,0.465,0.8755555555555555,0.3405555555555555
3,smoking diabetes high_rbc,or,2,high_cholesterol heart_failure alcohol_use sedentary,2,2,0.465,0.875,0.3400000000000001
3,drug_use diabetes high_rbc,or,2,high_cholesterol heart_failure alcohol_use sedentary,2,2,0.465,0.875,0.3400000000000001
3,high_cholesterol heart_failure sedentary,or,2,smoking alcohol_use high_rbc,2,2,0.455,0.885,0.3400000000000001
3,high_cholesterol smoking high_rbc sedentary,or,2,drug_use heart_failure alcohol_use diabetes,2,2,0.465,0.8744444444444445,0.33944444444444444
3,high_cholesterol drug_use smoking,or,2,alcohol_use diabetes high_rbc sedentary,2,2,0.485,0.8544444444444445,0.33944444444444444
3,high_cholesterol drug_use sedentary,or,2,smoking diabetes high_rbc,2,2,0.465,0.8738888888888889,0.338888888888889
3,high_cholesterol smoking sedentary,or,2,heart_failure alcohol_use diabetes high_rbc,2,2,0.455,0.8833333333333333,0.3383333333333334
3,high_cholesterol drug_use smoking,or,2,alcohol_use high_rbc sedentary,2,2,0.475,0.8627777777777778,0.33777777777777773
3,high_cholesterol alcohol_use diabetes,or,2,drug_use heart_failure sedentary,2,2,0.46,0.8777777777777778,0.33777777777777773
3,smoking heart_failure high_rbc,or,2,high_cholesterol drug_use alcohol_use diabetes,2,2,0.44,0.8977777777777778,0.33777777777777773
3,high_cholesterol heart_failure diabetes,or,2,drug_use smoking sedentary,2,2,0.47,0.8672222222222222,0.3372222222222221
3,high_cholesterol heart_failure alcohol_use,or,2,drug_use smoking sedentary,2,2,0.47,0.8672222222222222,0.3372222222222221
3,drug_use high_rbc sedentary,or,2,high_cholesterol heart_failure alcohol_use diabetes,2,2,0.45,0.8861111111111111,0.336111111111111
3,heart_failure alcohol_use high_rbc,or,2,high_cholesterol smoking diabetes sedentary,2,2,0.465,0.87,0.33499999999999996
3,drug_use smoking sedentary,or,2,heart_failure diabetes high_rbc,2,2,0.44,0.8944444444444445,0.33444444444444454
3,drug_use heart_failure sedentary,or,2,smoking alcohol_use diabetes high_rbc,2,2,0.47,0.8638888888888889,0.3338888888888889
3,heart_failure high_rbc sedentary,or,2,drug_use smoking alcohol_use diabetes,2,2,0.445,0.8888888888888888,0.3338888888888889
3,high_cholesterol heart_failure sedentary,or,2,drug_use smoking alcohol_use diabetes,2,2,0.44,0.8938888888888888,0.3338888888888889
3,drug_use heart_failure sedentary,or,2,smoking alcohol_use high_rbc,2,2,0.45,0.8827777777777778,0.33277777777777784
3,heart_failure high_rbc sedentary,or,2,high_cholesterol drug_use alcohol_use diabetes,2,2,0.435,0.8977777777777778,0.33277777777777784
3,high_cholesterol drug_use heart_failure high_rbc,or,2,smoking alcohol_use diabetes sedentary,2,2,0.465,0.8677777777777778,0.33277777777777784
3,high_cholesterol smoking sedentary,or,2,heart_failure alcohol_use high_rbc,2,2,0.43,0.9022222222222223,0.3322222222222222
3,high_cholesterol heart_failure sedentary,or,2,drug_use smoking alcohol_use,2,2,0.425,0.9072222222222223,0.3322222222222222
3,drug_use heart_failure alcohol_use,or,2,high_cholesterol smoking diabetes sedentary,2,2,0.46,0.8716666666666667,0.3316666666666668
3,high_cholesterol smoking alcohol_use,or,2,drug_use heart_failure sedentary,2,2,0.455,0.8766666666666667,0.3316666666666668
3,high_cholesterol alcohol_use high_rbc,or,2,smoking heart_failure sedentary,2,2,0.455,0.8766666666666667,0.3316666666666668
3,drug_use alcohol_use high_rbc,or,2,smoking heart_failure diabetes sedentary,2,2,0.47,0.8611111111111112,0.33111111111111113
3,high_cholesterol diabetes high_rbc,or,2,smoking heart_failure alcohol_use sedentary,2,2,0.47,0.8611111111111112,0.33111111111111113
3,high_cholesterol drug_use heart_failure,or,2,alcohol_use diabetes high_rbc sedentary,2,2,0.475,0.8555555555555555,0.3305555555555555
3,drug_use smoking heart_failure,or,2,alcohol_use diabetes high_rbc sedentary,2,2,0.475,0.8538888888888889,0.3288888888888888
3,high_cholesterol smoking alcohol_use,or,2,drug_use diabetes high_rbc,2,2,0.435,0.8933333333333333,0.32833333333333337
3,high_cholesterol smoking sedentary,or,2,heart_failure diabetes high_rbc,2,2,0.43,0.8977777777777778,0.3277777777777777
3,high_cholesterol alcohol_use sedentary,or,2,drug_use diabetes high_rbc,2,2,0.435,0.8922222222222222,0.3272222222222223
3,high_cholesterol drug_use diabetes,or,2,smoking heart_failure alcohol_use sedentary,2,2,0.465,0.8622222222222222,0.3272222222222223
3,high_cholesterol drug_use alcohol_use,or,2,smoking heart_failure diabetes sedentary,2,2,0.465,0.8616666666666667,0.32666666666666666
3,drug_use diabetes high_rbc,or,2,smoking heart_failure alcohol_use sedentary,2,2,0.465,0.8616666666666667,0.32666666666666666
3,high_cholesterol alcohol_use high_rbc,or,2,smoking heart_failure diabetes sedentary,2,2,0.465,0.8611111111111112,0.32611111111111124
3,high_cholesterol drug_use heart_failure,or,2,smoking diabetes high_rbc,2,2,0.445,0.8811111111111111,0.326111111111111
3,drug_use alcohol_use high_rbc,or,2,smoking heart_failure sedentary,2,2,0.45,0.8761111111111111,0.326111111111111
3,high_cholesterol diabetes high_rbc,or,2,smoking heart_failure sedentary,2,2,0.455,0.8705555555555555,0.3255555555555556
3,high_cholesterol drug_use heart_failure,or,2,alcohol_use high_rbc sedentary,2,2,0.46,0.865,0.32499999999999996
3,high_cholesterol smoking heart_failure,or,2,alcohol_use diabetes high_rbc sedentary,2,2,0.47,0.8533333333333334,0.32333333333333325
3,drug_use smoking heart_failure,or,2,alcohol_use high_rbc sedentary,2,2,0.46,0.8633333333333333,0.32333333333333325
3,high_cholesterol heart_failure high_rbc,or,2,drug_use smoking diabetes,2,2,0.415,0.9083333333333333,0.32333333333333325
3,high_cholesterol high_rbc sedentary,or,2,drug_use heart_failure alcohol_use diabetes,2,2,0.43,0.8933333333333333,0.32333333333333325
3,smoking heart_failure sedentary,or,2,high_cholesterol drug_use alcohol_use diabetes,2,2,0.425,0.8977777777777778,0.32277777777777783
3,drug_use high_rbc sedentary,or,2,smoking heart_failure alcohol_use diabetes,2,2,0.455,0.8677777777777778,0.32277777777777783
3,high_cholesterol smoking high_rbc,or,2,drug_use alcohol_use sedentary,2,2,0.445,0.8777777777777778,0.32277777777777783
3,high_cholesterol heart_failure high_rbc,or,2,drug_use alcohol_use diabetes sedentary,2,2,0.45,0.8722222222222222,0.3222222222222222
3,drug_use smoking high_rbc,or,2,high_cholesterol heart_failure alcohol_use diabetes,2,2,0.425,0.8972222222222223,0.3222222222222222
3,high_cholesterol drug_use alcohol_use,or,2,smoking heart_failure sedentary,2,2,0.445,0.8772222222222222,0.3222222222222222
3,high_cholesterol drug_use smoking,or,2,diabetes high_rbc sedentary,2,2,0.455,0.8672222222222222,0.3222222222222222
3,high_cholesterol heart_failure high_rbc,or,2,drug_use alcohol_use sedentary,2,2,0.44,0.8811111111111111,0.3211111111111111
3,smoking high_rbc sedentary,or,2,high_cholesterol drug_use alcohol_use diabetes,2,2,0.43,0.8905555555555555,0.3205555555555555
3,drug_use smoking high_rbc,or,2,high_cholesterol alcohol_use diabetes sedentary,2,2,0.44,0.8805555555555555,0.3205555555555555
3,high_cholesterol alcohol_use diabetes,or,2,smoking heart_failure sedentary,2,2,0.44,0.88,0.32000000000000006
3,high_cholesterol high_rbc sedentary,or,2,smoking heart_failure alcohol_use,2,2,0.435,0.8844444444444445,0.3194444444444444
3,drug_use high_rbc sedentary,or,2,smoking heart_failure alcohol_use,2,2,0.445,0.8738888888888889,0.318888888888889
3,high_cholesterol heart_failure sedentary,or,2,smoking diabetes high_rbc,2,2,0.44,0.8788888888888889,0.318888888888889
3,high_cholesterol heart_failure alcohol_use,or,2,drug_use diabetes high_rbc,2,2,0.425,0.8927777777777778,0.3177777777777777
3,high_cholesterol high_rbc sedentary,or,2,smoking heart_failure alcohol_use diabetes,2,2,0.44,0.8777777777777778,0.3177777777777777
3,high_cholesterol smoking heart_failure,or,2,alcohol_use high_rbc sedentary,2,2,0.455,0.8627777777777778,0.3177777777777777
3,drug_use heart_failure high_rbc,or,2,high_cholesterol smoking alcohol_use diabetes,2,2,0.42,0.8972222222222223,0.3172222222222223
3,smoking heart_failure high_rbc,or,2,drug_use alcohol_use diabetes sedentary,2,2,0.45,0.8666666666666667,0.31666666666666665
3,high_cholesterol smoking high_rbc,or,2,drug_use alcohol_use diabetes sedentary,2,2,0.445,0.8694444444444445,0.3144444444444445
3,high_cholesterol high_rbc sedentary,or,2,smoking heart_failure diabetes,2,2,0.42,0.8938888888888888,0.3138888888888889
3,heart_failure high_rbc sedentary,or,2,high_cholesterol smoking alcohol_use diabetes,2,2,0.42,0.8927777777777778,0.3127777777777778
3,drug_use high_rbc sedentary,or,2,smoking heart_failure diabetes,2,2,0.43,0.8822222222222222,0.3122222222222222
3,drug_use smoking sedentary,or,2,high_cholesterol heart_failure alcohol_use diabetes,2,2,0.415,0.8972222222222223,0.3122222222222222
3,high_cholesterol smoking diabetes,or,2,alcohol_use high_rbc sedentary,2,2,0.445,0.8666666666666667,0.31166666666666676
3,high_cholesterol drug_use diabetes,or,2,smoking heart_failure sedentary,2,2,0.44,0.8716666666666667,0.31166666666666676
3,drug_use diabetes high_rbc,or,2,smoking heart_failure sedentary,2,2,0.44,0.8705555555555555,0.3105555555555555
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure alcohol_use,2,2,0.425,0.8855555555555555,0.3105555555555555
3,drug_use heart_failure sedentary,or,2,smoking diabetes high_rbc,2,2,0.435,0.875,0.31000000000000005
3,high_cholesterol high_rbc sedentary,or,2,drug_use heart_failure alcohol_use,2,2,0.41,0.9,0.31000000000000005
3,high_cholesterol drug_use heart_failure,or,2,diabetes high_rbc sedentary,2,2,0.44,0.8694444444444445,0.3094444444444444
3,drug_use alcohol_use diabetes,or,2,smoking heart_failure sedentary,2,2,0.43,0.8794444444444445,0.3094444444444444
3,smoking heart_failure high_rbc,or,2,high_cholesterol alcohol_use diabetes sedentary,2,2,0.43,0.8794444444444445,0.3094444444444444
3,drug_use heart_failure high_rbc,or,2,high_cholesterol alcohol_use diabetes sedentary,2,2,0.425,0.8838888888888888,0.30888888888888877
3,high_cholesterol heart_failure high_rbc,or,2,drug_use diabetes sedentary,2,2,0.42,0.8888888888888888,0.30888888888888877
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure alcohol_use diabetes,2,2,0.43,0.8783333333333333,0.30833333333333335
3,high_cholesterol heart_failure sedentary,or,2,drug_use smoking diabetes,2,2,0.4,0.9077777777777778,0.30777777777777793
3,smoking heart_failure diabetes,or,2,alcohol_use high_rbc sedentary,2,2,0.44,0.8672222222222222,0.3072222222222223
3,drug_use smoking diabetes,or,2,alcohol_use high_rbc sedentary,2,2,0.44,0.8672222222222222,0.3072222222222223
3,high_cholesterol heart_failure diabetes,or,2,alcohol_use high_rbc sedentary,2,2,0.44,0.8672222222222222,0.3072222222222223
3,high_cholesterol smoking heart_failure,or,2,drug_use alcohol_use diabetes sedentary,2,2,0.435,0.8716666666666667,0.30666666666666664
3,high_cholesterol drug_use diabetes,or,2,alcohol_use high_rbc sedentary,2,2,0.44,0.8661111111111112,0.3061111111111112
3,high_cholesterol smoking heart_failure,or,2,drug_use alcohol_use sedentary,2,2,0.425,0.8805555555555555,0.3055555555555556
3,drug_use heart_failure sedentary,or,2,high_cholesterol smoking alcohol_use diabetes,2,2,0.41,0.895,0.30499999999999994
3,drug_use smoking heart_failure,or,2,high_cholesterol alcohol_use diabetes sedentary,2,2,0.42,0.885,0.30499999999999994
3,high_cholesterol drug_use high_rbc,or,2,smoking heart_failure diabetes,2,2,0.41,0.8944444444444445,0.3044444444444445
3,drug_use heart_failure diabetes,or,2,alcohol_use high_rbc sedentary,2,2,0.435,0.8683333333333333,0.30333333333333323
3,drug_use smoking high_rbc,or,2,heart_failure alcohol_use sedentary,2,2,0.405,0.8972222222222223,0.3022222222222224
3,drug_use smoking heart_failure,or,2,diabetes high_rbc sedentary,2,2,0.435,0.8666666666666667,0.30166666666666675
3,high_cholesterol drug_use alcohol_use,or,2,diabetes high_rbc sedentary,2,2,0.43,0.8716666666666667,0.30166666666666675
3,high_cholesterol drug_use high_rbc,or,2,heart_failure alcohol_use sedentary,2,2,0.41,0.8911111111111111,0.3011111111111111
3,high_cholesterol smoking high_rbc,or,2,drug_use heart_failure alcohol_use diabetes,2,2,0.405,0.8961111111111111,0.3011111111111111
3,high_cholesterol drug_use sedentary,or,2,smoking heart_failure diabetes,2,2,0.405,0.8961111111111111,0.3011111111111111
3,high_cholesterol smoking diabetes,or,2,drug_use alcohol_use sedentary,2,2,0.415,0.8855555555555555,0.30055555555555546
3,drug_use smoking high_rbc,or,2,heart_failure alcohol_use diabetes sedentary,2,2,0.42,0.8805555555555555,0.30055555555555546
3,high_cholesterol drug_use sedentary,or,2,smoking heart_failure alcohol_use diabetes,2,2,0.42,0.88,0.30000000000000004
3,high_cholesterol drug_use high_rbc,or,2,heart_failure alcohol_use diabetes sedentary,2,2,0.42,0.88,0.30000000000000004
3,high_cholesterol smoking high_rbc,or,2,drug_use diabetes sedentary,2,2,0.415,0.885,0.30000000000000004
